,ID,Gender,Ever_Married,Age,Graduated,Work_Experience,Spending_Score,Family_Size,Cluster
970,462229,Male,No,23,No,1.0,Low,8.0,1
971,462231,Male,No,27,Yes,4.0,Low,6.0,1
972,462232,Male,Yes,55,No,0.0,High,8.0,2
973,462234,Male,Yes,32,No,1.0,Average,6.0,2
974,462238,Male,Yes,57,No,,Low,2.0,0
975,462240,Male,Yes,80,No,0.0,High,2.0,0
976,462243,Male,Yes,43,No,0.0,Low,4.0,1
977,462246,Female,Yes,79,No,1.0,High,2.0,0
978,462249,Male,No,25,No,1.0,Low,3.0,1
979,462256,Female,Yes,58,Yes,0.0,Average,4.0,2
980,462257,Female,Yes,78,Yes,,High,2.0,0
981,462260,Male,Yes,76,Yes,1.0,Low,2.0,0
982,462262,Male,No,27,No,1.0,Low,3.0,1
983,462274,Male,Yes,47,Yes,1.0,Average,3.0,2
984,462275,Male,Yes,43,Yes,1.0,Average,2.0,2
985,462278,Male,No,31,Yes,1.0,Low,4.0,1
986,462279,Male,No,27,No,0.0,Low,7.0,1
987,462280,Male,No,31,Yes,0.0,Low,4.0,1
988,462281,Male,Yes,46,Yes,1.0,Low,2.0,0
989,462284,Male,Yes,48,Yes,1.0,Average,4.0,2
990,462285,Male,Yes,51,Yes,,Low,2.0,0
991,462286,Male,Yes,57,No,0.0,Average,2.0,2
992,462290,Female,No,30,Yes,0.0,Low,1.0,3
993,462291,Female,No,37,Yes,,Low,3.0,3
994,462297,Female,No,31,Yes,14.0,Low,2.0,3
995,462300,Male,Yes,49,Yes,1.0,Average,3.0,2
996,462304,Male,Yes,56,Yes,1.0,Low,4.0,0
997,462306,Male,Yes,83,No,8.0,High,2.0,0
998,462309,Male,No,32,Yes,,Low,1.0,3
999,462310,Male,Yes,63,Yes,5.0,Average,4.0,2
1000,462323,Female,Yes,71,Yes,1.0,Average,2.0,2
1001,462336,Male,Yes,50,No,0.0,Low,4.0,0
1002,462339,Male,No,31,Yes,4.0,Low,5.0,1
1003,462340,Male,Yes,60,No,0.0,Average,6.0,2
1004,462342,Female,Yes,71,Yes,8.0,High,2.0,0
1005,462345,Male,Yes,49,Yes,0.0,Average,6.0,2
1006,462346,Male,Yes,74,Yes,9.0,Low,1.0,0
1007,462349,Male,Yes,51,Yes,1.0,Average,6.0,2
1008,462355,Male,Yes,61,No,0.0,Low,,0
1009,462356,Male,No,46,Yes,0.0,Low,3.0,3
1010,462358,Male,Yes,39,No,2.0,Average,2.0,2
1011,462365,Male,Yes,85,Yes,1.0,High,2.0,0
1012,462368,Female,Yes,31,Yes,1.0,Average,2.0,2
1013,462370,Male,Yes,39,Yes,4.0,High,3.0,2
1014,462381,Female,Yes,48,No,1.0,High,2.0,0
1015,462382,Male,Yes,71,Yes,0.0,High,2.0,0
1016,462384,Female,No,31,Yes,,Low,1.0,3
1017,462386,Female,No,32,Yes,0.0,Low,5.0,1
1018,462389,Female,Yes,55,No,0.0,Low,1.0,0
1019,462395,Male,Yes,46,Yes,0.0,High,2.0,0
1020,462396,Male,Yes,53,Yes,,Average,2.0,2
1021,462397,Male,Yes,50,Yes,0.0,Average,4.0,2
1022,462400,Male,No,45,Yes,1.0,Low,1.0,3
1023,462401,Male,Yes,33,No,1.0,Average,2.0,2
1024,462409,Female,Yes,29,No,5.0,Low,2.0,3
1025,462411,Male,No,35,Yes,8.0,Low,1.0,3
1026,462415,Male,No,25,No,1.0,Low,1.0,1
1027,462420,Male,No,26,Yes,0.0,Low,3.0,3
1028,462421,Male,No,48,Yes,1.0,Low,2.0,3
1029,462423,Male,Yes,66,No,0.0,High,3.0,0
1030,462424,Female,Yes,38,No,0.0,Low,3.0,1
1031,462428,Male,Yes,65,Yes,2.0,Average,3.0,2
1032,462429,Male,Yes,87,No,1.0,Low,1.0,0
1033,462445,Male,No,20,No,1.0,Low,3.0,1
1034,462446,Male,No,19,No,0.0,Low,4.0,1
1035,462447,Male,No,22,No,9.0,Low,4.0,1
1036,462450,Male,No,18,No,0.0,Low,,1
1037,462451,Male,No,18,No,1.0,Low,9.0,1
1038,462452,Male,No,19,No,0.0,Low,,1
1039,462454,Male,No,19,No,1.0,Low,3.0,1
1040,462456,Male,No,22,No,0.0,Low,8.0,1
1041,462457,Male,No,31,No,4.0,Low,4.0,1
1042,462463,Male,Yes,63,No,0.0,Average,2.0,2
1043,462472,Male,No,43,Yes,1.0,Low,1.0,3
1044,462473,Male,No,73,No,0.0,Low,,0
1045,462485,Female,Yes,39,No,0.0,Low,2.0,0
1046,462488,Male,No,31,Yes,1.0,Low,5.0,1
1047,462491,Male,No,31,Yes,0.0,Low,5.0,1
1048,462492,Male,Yes,43,No,0.0,Average,4.0,2
1049,462496,Male,Yes,52,No,0.0,Average,3.0,2
1050,462498,Female,Yes,63,Yes,0.0,Average,3.0,2
1051,462503,Male,Yes,51,Yes,1.0,High,4.0,2
1052,462508,Male,Yes,35,Yes,1.0,Low,7.0,1
1053,462512,Female,Yes,32,No,,Average,2.0,2
1054,462517,Female,Yes,39,Yes,9.0,High,4.0,2
1055,462518,Female,No,25,No,1.0,Low,6.0,1
1056,462519,Male,No,20,No,0.0,Low,5.0,1
1057,462521,Female,No,33,No,9.0,Low,1.0,3
1058,462522,Male,Yes,36,No,0.0,Average,5.0,2
1059,462524,Female,Yes,35,Yes,,Low,2.0,0
1060,462525,Female,Yes,42,Yes,1.0,Average,2.0,2
1061,462526,Female,Yes,52,Yes,2.0,Average,5.0,2
1062,462529,Female,Yes,42,Yes,1.0,Low,2.0,0
1063,462531,Female,Yes,57,No,,High,2.0,0
1064,462533,Female,No,30,Yes,1.0,Low,3.0,3
1065,462538,Female,Yes,73,Yes,1.0,High,2.0,0
1066,462541,Male,Yes,66,Yes,3.0,High,2.0,0
1067,462542,Female,Yes,62,Yes,9.0,Average,5.0,2
1068,462543,Female,Yes,36,Yes,4.0,Low,1.0,3
1069,462545,Male,No,33,No,0.0,Low,3.0,1
1070,462554,Male,No,28,No,0.0,Low,8.0,1
1071,462561,Female,Yes,48,Yes,3.0,Average,2.0,2
1072,462563,Female,Yes,53,Yes,1.0,Average,2.0,2
1073,462566,Female,Yes,27,No,1.0,Low,,1
1074,462577,Female,Yes,71,No,0.0,High,2.0,0
1075,462578,Male,Yes,35,Yes,9.0,Average,2.0,2
1076,462580,Female,No,41,Yes,0.0,Low,1.0,3
1077,462584,Female,Yes,39,No,0.0,Low,4.0,1
1078,462587,Female,Yes,79,No,1.0,High,2.0,0
1079,462589,Female,No,29,No,9.0,Low,8.0,1
1080,462595,Female,No,33,Yes,7.0,Low,7.0,1
1081,462596,Female,No,31,No,0.0,Low,,1
1082,462600,Male,Yes,25,No,4.0,Average,3.0,2
1083,462607,Female,,43,No,2.0,Average,3.0,2
1084,462609,Female,Yes,52,No,4.0,Low,1.0,0
1085,462611,Male,Yes,41,No,0.0,High,7.0,1
1086,462612,Female,Yes,27,No,,High,6.0,1
1087,462613,Female,Yes,39,No,1.0,Average,5.0,2
1088,462615,Male,No,32,No,3.0,Low,7.0,1
1089,462617,Male,No,19,No,1.0,Low,5.0,1
1090,462619,Male,,58,No,1.0,High,,0
1091,462625,Male,No,30,Yes,1.0,Low,3.0,3
1092,462626,Female,No,31,Yes,0.0,Low,6.0,1
1093,462632,Female,Yes,43,No,,Average,4.0,2
1094,462637,Female,Yes,63,No,,Average,6.0,2
1095,462643,Female,Yes,37,Yes,,Average,3.0,2
1096,462654,Male,Yes,37,No,0.0,Average,6.0,2
1097,462658,Female,Yes,31,Yes,9.0,Average,2.0,2
1098,462668,Female,No,38,Yes,4.0,Low,1.0,3
1099,462669,Female,Yes,41,Yes,,High,6.0,2
1100,462678,Female,Yes,45,Yes,3.0,Average,3.0,2
1101,462680,Male,Yes,35,Yes,,Average,4.0,2
1102,462683,Female,Yes,43,No,1.0,Low,5.0,1
1103,462685,Female,No,33,No,,Low,3.0,1
1104,462687,Male,No,26,No,14.0,Low,3.0,3
1105,462692,Female,Yes,39,No,,Average,2.0,2
1106,462696,Male,Yes,49,No,1.0,High,2.0,0
1107,462697,Male,,47,No,0.0,Average,2.0,2
1108,462702,Male,Yes,53,No,1.0,Average,4.0,2
1109,462704,Male,Yes,52,Yes,5.0,High,5.0,2
1110,462705,Female,Yes,66,No,0.0,Average,2.0,2
1111,462716,Male,No,26,No,6.0,Low,2.0,1
1112,462720,Male,Yes,38,Yes,,Low,5.0,0
1113,462722,Female,No,25,No,,Low,4.0,1
1114,462723,Female,Yes,53,No,8.0,Average,2.0,2
1115,462727,Female,Yes,87,No,0.0,High,2.0,0
1116,462729,Male,No,28,No,1.0,Low,2.0,1
1117,462731,Female,Yes,37,Yes,7.0,High,3.0,2
1118,462732,Female,Yes,42,Yes,,Low,1.0,0
1119,462735,Female,Yes,25,No,1.0,Average,2.0,2
1120,462736,Female,Yes,33,No,6.0,Low,3.0,1
1121,462738,Female,No,33,Yes,,Low,3.0,3
1122,462739,Male,Yes,46,Yes,1.0,Low,2.0,0
1123,462743,Male,No,33,No,2.0,Low,4.0,1
1124,462746,Male,No,26,No,1.0,Low,3.0,1
1125,462747,Male,No,32,No,6.0,Low,4.0,1
1126,462752,Female,No,25,No,,Low,1.0,3
1127,462755,Female,No,18,No,1.0,Low,,1
1128,462756,Female,No,22,No,0.0,Low,4.0,1
1129,462761,Male,No,19,No,2.0,Low,4.0,1
1130,462762,Male,Yes,46,Yes,0.0,High,4.0,2
1131,462767,Male,No,19,No,4.0,Low,4.0,1
1132,462768,Male,Yes,45,Yes,0.0,Average,3.0,2
1133,462776,Female,Yes,52,Yes,1.0,Average,3.0,2
1134,462785,Female,Yes,42,Yes,,Average,5.0,2
1135,462788,Male,Yes,47,No,1.0,Average,3.0,2
1136,462792,Male,Yes,45,No,,Average,4.0,2
1137,462799,Male,No,32,No,,Low,,1
1138,462804,Male,Yes,41,No,5.0,High,3.0,2
1139,462807,Female,No,28,Yes,,Low,1.0,3
1140,462810,Male,Yes,37,No,9.0,High,4.0,2
1141,462814,Female,Yes,20,No,8.0,Average,2.0,2
1142,462817,Female,Yes,73,Yes,3.0,Low,1.0,0
1143,462819,Male,Yes,51,Yes,0.0,Average,3.0,2
1144,462823,Male,Yes,18,Yes,,Average,4.0,2
1145,462824,Male,Yes,42,No,1.0,Average,3.0,2
1146,462826,Male,No,20,No,1.0,Low,3.0,1
1147,462827,Female,No,23,No,0.0,Low,3.0,1
1148,462834,Male,Yes,31,Yes,2.0,Low,2.0,0
1149,462838,Female,Yes,33,Yes,1.0,Low,3.0,3
1150,462841,Male,No,21,No,9.0,Low,6.0,1
1151,462845,Male,Yes,51,Yes,5.0,Average,7.0,2
1152,462849,Male,Yes,47,Yes,0.0,Average,4.0,2
1153,462850,Male,No,20,No,0.0,Low,4.0,1
1154,462853,Male,No,21,No,0.0,Low,2.0,1
1155,462854,Male,No,22,No,1.0,Low,3.0,1
1156,462858,Female,No,32,Yes,9.0,Low,4.0,3
1157,462861,Female,No,30,Yes,8.0,Low,1.0,3
1158,462866,Male,Yes,61,Yes,1.0,Low,1.0,0
1159,462868,Male,Yes,43,No,0.0,Average,4.0,2
1160,462869,Male,No,25,Yes,8.0,Low,1.0,3
1161,462871,Male,Yes,46,No,0.0,Average,3.0,2
1162,462872,Female,Yes,53,No,12.0,Low,2.0,3
1163,462874,Male,Yes,55,Yes,0.0,High,2.0,0
1164,462887,Female,Yes,42,No,0.0,Low,3.0,0
1165,462890,Female,No,26,Yes,11.0,Low,1.0,3
1166,462891,Male,No,29,No,0.0,Low,3.0,1
1167,462894,Male,Yes,39,Yes,4.0,Average,4.0,2
1168,462900,Male,Yes,38,Yes,1.0,Average,3.0,2
1169,462903,Male,Yes,69,Yes,,Average,2.0,2
1170,462905,Female,No,25,No,6.0,Low,3.0,1
1171,462914,Female,No,26,Yes,4.0,Low,4.0,3
1172,462920,Male,Yes,51,No,0.0,High,5.0,2
1173,462923,Male,Yes,30,No,8.0,Average,2.0,2
1174,462925,Female,Yes,28,No,,Average,2.0,2
1175,462927,Female,No,33,No,8.0,Low,2.0,3
1176,462936,Female,No,41,Yes,,Low,1.0,3
1177,462941,Male,No,71,No,,Low,2.0,0
1178,462944,Male,Yes,42,Yes,5.0,High,3.0,2
1179,462951,Male,Yes,71,Yes,2.0,Low,1.0,0
1180,462956,Male,Yes,35,No,6.0,Average,5.0,2
1181,462958,Male,No,28,No,0.0,Low,5.0,1
1182,462963,Male,Yes,31,Yes,1.0,Average,2.0,2
1183,462966,Male,Yes,43,Yes,2.0,Average,3.0,2
1184,462968,Female,Yes,77,No,0.0,High,2.0,0
1185,462971,Female,Yes,71,Yes,0.0,Low,1.0,0
1186,462976,Female,Yes,47,Yes,0.0,Average,2.0,2
1187,462981,Female,No,26,No,9.0,Low,1.0,3
1188,462982,Male,Yes,40,No,4.0,Average,4.0,2
1189,462983,Female,Yes,72,Yes,0.0,High,2.0,0
1190,462984,Female,Yes,73,Yes,1.0,High,2.0,0
1191,462986,Male,No,26,Yes,1.0,Low,6.0,1
1192,462992,Female,Yes,57,Yes,,High,3.0,0
1193,462993,Male,Yes,30,No,,Average,3.0,2
1194,462994,Female,Yes,36,No,,Average,3.0,2
1195,462998,Male,Yes,52,No,10.0,Average,4.0,2
1196,463003,Male,Yes,42,Yes,3.0,Average,2.0,2
1197,463012,Male,Yes,52,No,,Low,1.0,0
1198,463020,Male,Yes,28,Yes,0.0,Average,3.0,2
1199,463023,Female,Yes,43,No,7.0,Low,1.0,3
1200,463024,Male,No,43,Yes,,Low,1.0,3
1201,463028,Male,No,25,No,0.0,Low,4.0,1
1202,463030,Male,Yes,52,Yes,1.0,High,3.0,2
1203,463034,Female,No,28,Yes,9.0,Low,1.0,3
1204,463037,Male,Yes,56,Yes,0.0,Average,4.0,2
1205,463039,Male,Yes,38,No,12.0,High,7.0,2
1206,463040,Male,Yes,83,No,1.0,High,2.0,0
1207,463044,Male,Yes,82,Yes,,High,2.0,0
1208,463047,Male,Yes,32,Yes,8.0,Low,,3
1209,463051,Female,No,35,Yes,12.0,Low,1.0,3
1210,463052,Male,Yes,40,Yes,0.0,Low,2.0,0
1211,463058,Female,No,25,Yes,13.0,Low,1.0,3
1212,463062,Female,Yes,39,Yes,,Average,3.0,2
1213,463069,Male,No,25,Yes,7.0,Low,1.0,3
1214,463075,Male,Yes,52,Yes,0.0,Low,4.0,0
1215,463080,Male,No,33,No,0.0,Low,4.0,1
1216,463083,Male,No,28,Yes,6.0,Low,3.0,3
1217,463085,Female,No,43,Yes,0.0,Low,1.0,3
1218,463086,Male,No,30,Yes,8.0,Low,,3
1219,463088,Female,Yes,84,Yes,1.0,High,2.0,0
1220,463089,Male,Yes,48,Yes,6.0,High,4.0,2
1221,463090,Female,Yes,55,No,3.0,Average,2.0,2
1222,463091,Female,Yes,37,Yes,8.0,Low,1.0,3
1223,463094,Male,Yes,38,Yes,11.0,Average,3.0,2
1224,463096,Female,No,28,Yes,,Low,3.0,3
1225,463099,Male,Yes,86,Yes,,Low,1.0,0
1226,463100,Female,No,35,No,9.0,Low,1.0,3
1227,463102,Male,No,35,No,0.0,Low,2.0,1
1228,463104,Female,Yes,46,No,0.0,Low,1.0,0
1229,463106,Female,Yes,79,Yes,0.0,Low,1.0,0
1230,463108,Male,Yes,63,Yes,5.0,High,2.0,0
1231,463118,Female,Yes,50,Yes,,High,3.0,2
1232,463120,Female,No,35,Yes,0.0,Low,1.0,3
1233,463129,Male,Yes,65,No,,Low,1.0,0
1234,463133,Male,Yes,50,No,0.0,Average,4.0,2
1235,463138,Female,No,27,No,,Low,,1
1236,463144,Male,Yes,45,Yes,0.0,High,3.0,2
1237,463145,Female,No,36,Yes,0.0,Low,4.0,3
1238,463146,Male,Yes,43,No,11.0,Average,2.0,2
1239,463148,Male,Yes,62,Yes,1.0,High,5.0,2
1240,463149,Male,Yes,57,Yes,2.0,Average,2.0,2
1241,463150,Male,No,51,No,9.0,Low,1.0,3
1242,463151,Male,Yes,59,Yes,0.0,Low,1.0,0
1243,463154,Female,Yes,27,No,0.0,Low,4.0,1
1244,463156,Female,Yes,83,No,,High,2.0,0
1245,463157,Male,Yes,50,Yes,6.0,Low,3.0,0
1246,463158,Male,Yes,75,Yes,1.0,High,3.0,0
1247,463163,Male,No,28,No,2.0,Low,2.0,1
1248,463164,Male,Yes,39,Yes,9.0,Average,2.0,2
1249,463165,Female,Yes,69,Yes,0.0,Average,2.0,2
1250,463166,Female,No,41,Yes,1.0,Low,1.0,3
1251,463170,Female,,28,Yes,0.0,Low,5.0,1
1252,463171,Female,Yes,39,No,1.0,High,3.0,2
1253,463173,Male,No,47,Yes,0.0,Low,1.0,3
1254,463174,Female,Yes,62,Yes,1.0,Low,1.0,0
1255,463175,Female,,41,No,0.0,Low,4.0,1
1256,463181,Male,Yes,49,Yes,5.0,Average,3.0,2
1257,463187,Female,Yes,52,Yes,8.0,Low,2.0,3
1258,463192,Female,Yes,48,No,2.0,Average,,2
1259,463195,Female,No,26,Yes,7.0,Low,2.0,3
1260,463196,Female,Yes,72,Yes,1.0,Low,1.0,0
1261,463199,Female,Yes,47,Yes,0.0,Low,3.0,0
1262,463201,Female,No,19,No,1.0,Low,2.0,1
1263,463203,Female,No,21,No,1.0,Low,3.0,1
1264,463204,Male,No,39,No,1.0,Low,1.0,1
1265,463209,Female,No,52,Yes,0.0,Low,1.0,3
1266,463218,Male,Yes,37,No,8.0,Average,3.0,2
1267,463219,Male,Yes,51,No,0.0,Low,2.0,0
1268,463220,Male,Yes,48,No,1.0,Average,3.0,2
1269,463221,Male,No,22,No,,Low,3.0,1
1270,463224,Male,Yes,47,Yes,1.0,High,4.0,2
1271,463240,Female,Yes,45,No,0.0,Average,3.0,2
1272,463242,Female,No,29,No,5.0,Low,2.0,3
1273,463244,Female,Yes,47,No,1.0,Low,1.0,0
1274,463245,Male,Yes,41,Yes,8.0,Average,2.0,2
1275,463248,Female,Yes,32,No,9.0,Average,4.0,2
1276,463251,Male,Yes,31,No,2.0,Low,3.0,1
1277,463256,Male,No,20,No,1.0,Low,3.0,1
1278,463258,Female,Yes,46,Yes,0.0,Average,3.0,2
1279,463260,Male,Yes,70,Yes,3.0,Low,1.0,0
1280,463265,Male,Yes,65,Yes,1.0,Average,3.0,2
1281,463266,Female,Yes,68,,1.0,Average,2.0,2
1282,463267,Male,Yes,29,No,9.0,Low,1.0,3
1283,463269,Male,Yes,41,Yes,3.0,Average,2.0,2
1284,463270,Male,Yes,50,No,0.0,Low,5.0,1
1285,463273,Male,Yes,38,Yes,9.0,Average,2.0,2
1286,463276,Male,Yes,37,No,,Average,2.0,2
1287,463277,Female,Yes,30,No,6.0,Low,2.0,3
1288,463278,Female,Yes,63,Yes,1.0,Low,1.0,0
1289,463280,Male,Yes,42,Yes,6.0,Average,2.0,2
1290,463292,Male,Yes,41,No,0.0,High,3.0,2
1291,463302,Female,Yes,60,Yes,,High,4.0,2
1292,463308,Male,Yes,46,Yes,1.0,Low,2.0,0
1293,463316,Female,Yes,83,No,0.0,High,2.0,0
1294,463323,Male,Yes,27,Yes,3.0,Low,2.0,3
1295,463324,Female,No,22,No,1.0,Low,4.0,1
1296,463330,Male,No,20,No,0.0,Low,4.0,1
1297,463332,Female,Yes,40,Yes,0.0,Low,2.0,0
1298,463334,Female,No,28,Yes,0.0,Low,6.0,1
1299,463335,Male,No,28,Yes,,Low,1.0,3
1300,463338,Male,Yes,28,No,0.0,Low,2.0,1
1301,463340,Female,No,20,No,0.0,Low,4.0,1
1302,463341,Female,Yes,53,No,0.0,Average,6.0,2
1303,463348,Female,Yes,35,Yes,0.0,Low,2.0,0
1304,463351,Female,No,21,,3.0,Low,4.0,3
1305,463356,Male,No,30,Yes,6.0,Low,4.0,3
1306,463360,Female,Yes,46,Yes,2.0,Low,1.0,0
1307,463367,Female,No,36,Yes,3.0,Low,4.0,3
1308,463368,Female,Yes,38,Yes,4.0,High,3.0,2
1309,463372,Female,Yes,26,No,1.0,Average,2.0,2
1310,463375,Female,Yes,45,Yes,1.0,Low,1.0,0
1311,463376,Female,Yes,46,Yes,5.0,High,2.0,2
1312,463378,Male,No,25,Yes,0.0,Low,1.0,3
1313,463379,Male,No,27,No,0.0,Low,7.0,1
1314,463386,Female,Yes,42,Yes,6.0,Low,1.0,3
1315,463387,Male,,20,No,3.0,Low,2.0,1
1316,463391,Male,Yes,55,Yes,6.0,Low,1.0,0
1317,463395,Male,No,25,No,,Low,1.0,1
1318,463404,Male,Yes,27,No,,High,2.0,2
1319,463406,Male,No,31,No,0.0,Low,4.0,1
1320,463409,Female,Yes,38,No,6.0,Average,5.0,2
1321,463411,Male,Yes,43,Yes,,Average,2.0,2
1322,463420,Female,Yes,59,Yes,2.0,High,3.0,0
1323,463423,Male,Yes,61,No,1.0,Average,3.0,2
1324,463427,Female,Yes,27,Yes,1.0,Low,2.0,3
1325,463428,Male,Yes,26,No,1.0,High,5.0,1
1326,463431,Male,Yes,39,Yes,,Average,4.0,2
1327,463437,Male,Yes,51,Yes,0.0,Average,3.0,2
1328,463438,Male,Yes,47,No,0.0,Average,3.0,2
1329,463443,Male,Yes,52,Yes,1.0,Average,4.0,2
1330,463444,Male,Yes,59,Yes,,High,2.0,0
1331,463447,Male,Yes,57,No,1.0,Average,2.0,2
1332,463452,Female,Yes,86,Yes,1.0,High,2.0,0
1333,463460,Male,Yes,49,Yes,,Average,2.0,2
1334,463461,Male,No,30,No,,Low,4.0,1
1335,463462,Female,Yes,43,No,0.0,Average,4.0,2
1336,463470,Male,No,19,No,,Low,5.0,1
1337,463472,Male,No,20,No,,Low,4.0,1
1338,463473,Male,No,19,No,,Low,3.0,1
1339,463475,Female,Yes,43,Yes,0.0,Low,1.0,0
1340,463477,Male,No,31,No,0.0,Low,4.0,1
1341,463483,Male,Yes,30,No,1.0,High,2.0,2
1342,463491,Male,Yes,27,Yes,8.0,Average,3.0,2
1343,463493,Male,Yes,36,Yes,,High,4.0,2
1344,463499,Male,Yes,47,Yes,0.0,Low,2.0,0
1345,463500,Male,Yes,35,Yes,1.0,High,4.0,2
1346,463503,Male,Yes,25,Yes,0.0,Low,2.0,0
1347,463508,Female,Yes,25,No,0.0,Low,3.0,1
1348,463509,Male,No,38,No,1.0,Low,1.0,1
1349,463512,Female,No,32,No,0.0,Low,3.0,1
1350,463516,Male,Yes,48,No,1.0,High,6.0,2
1351,463527,Female,No,38,No,10.0,Low,1.0,3
1352,463528,Male,Yes,70,No,,High,2.0,0
1353,463529,Male,No,42,Yes,,Low,1.0,3
1354,463533,Female,Yes,85,Yes,1.0,High,2.0,0
1355,463537,Female,No,25,Yes,1.0,Low,3.0,3
1356,463545,Female,No,31,Yes,1.0,Low,2.0,3
1357,463548,Female,No,20,No,3.0,Low,4.0,1
1358,463550,Female,Yes,37,Yes,0.0,Average,2.0,2
1359,463553,Male,No,33,Yes,8.0,Low,2.0,3
1360,463554,Female,No,52,No,5.0,Low,1.0,3
1361,463557,Male,No,26,Yes,0.0,Low,3.0,3
1362,463560,Female,No,21,No,9.0,Low,5.0,1
1363,463561,Female,No,42,Yes,0.0,Low,1.0,3
1364,463566,Female,Yes,35,Yes,,Average,4.0,2
1365,463572,Male,Yes,39,Yes,0.0,Average,4.0,2
1366,463577,Female,Yes,41,Yes,1.0,Average,2.0,2
1367,463586,Female,No,18,No,1.0,Low,5.0,1
1368,463588,Male,No,22,No,0.0,Low,1.0,1
1369,463598,Female,Yes,25,No,2.0,Low,2.0,1
1370,463601,Female,No,20,No,4.0,Low,5.0,1
1371,463603,Female,No,18,No,0.0,Low,4.0,1
1372,463605,Female,No,20,No,1.0,Low,5.0,1
1373,463606,Male,No,21,No,0.0,Low,4.0,1
1374,463614,Female,No,25,No,1.0,Low,4.0,1
1375,463615,Female,Yes,60,Yes,,Average,2.0,2
1376,463616,Female,Yes,46,No,0.0,Average,5.0,2
1377,463619,Male,Yes,68,No,1.0,High,2.0,0
1378,463620,Male,No,21,No,1.0,Low,4.0,1
1379,463623,Male,No,27,Yes,0.0,Low,3.0,3
1380,463624,Male,Yes,59,Yes,1.0,High,4.0,2
1381,463628,Female,No,26,Yes,8.0,Low,1.0,3
1382,463632,Male,Yes,26,Yes,0.0,Average,2.0,2
1383,463638,Female,Yes,32,No,1.0,Average,2.0,2
1384,463639,Male,No,33,No,0.0,Low,6.0,1
1385,463640,Male,No,28,Yes,0.0,Low,3.0,3
1386,463644,Female,No,30,Yes,0.0,Low,3.0,3
1387,463652,Female,No,32,Yes,,Low,1.0,3
1388,463654,Female,No,41,No,3.0,Low,3.0,1
1389,463655,Male,Yes,42,Yes,13.0,Low,2.0,3
1390,463661,Female,Yes,45,Yes,1.0,Average,4.0,2
1391,463663,Female,No,39,Yes,1.0,Low,2.0,3
1392,463664,Female,No,29,No,0.0,Low,1.0,1
1393,463665,Male,Yes,46,Yes,1.0,Average,3.0,2
1394,463669,Female,Yes,26,Yes,5.0,High,4.0,2
1395,463670,Female,No,26,Yes,,Low,4.0,3
1396,463689,Female,Yes,41,Yes,1.0,Low,,0
1397,463699,Female,Yes,38,Yes,9.0,Low,3.0,3
1398,463703,Male,Yes,69,No,1.0,High,4.0,0
1399,463704,Male,No,46,Yes,0.0,Low,2.0,3
1400,463707,Female,No,40,No,0.0,Low,1.0,3
1401,463713,Male,No,25,No,9.0,Low,3.0,1
1402,463714,Male,Yes,59,No,1.0,Average,2.0,2
1403,463716,Male,No,26,No,1.0,Low,4.0,1
1404,463718,Female,No,33,Yes,0.0,Low,4.0,3
1405,463722,Male,Yes,56,Yes,8.0,High,2.0,2
1406,463724,Male,No,30,No,0.0,Low,5.0,1
1407,463726,Female,No,26,No,0.0,Low,3.0,1
1408,463727,Female,No,28,No,0.0,Low,5.0,1
1409,463728,Female,Yes,28,No,0.0,Average,6.0,2
1410,463732,Male,No,20,No,1.0,Low,4.0,1
1411,463734,Male,Yes,41,No,1.0,Average,3.0,2
1412,463741,Male,Yes,37,Yes,0.0,High,3.0,2
1413,463745,Male,Yes,59,Yes,1.0,Average,3.0,2
1414,463747,Female,Yes,43,Yes,0.0,Average,2.0,2
1415,463748,Male,No,20,No,1.0,Low,3.0,1
1416,463753,Female,No,30,Yes,1.0,Low,5.0,1
1417,463756,Male,Yes,66,No,0.0,Average,2.0,2
1418,463761,Male,Yes,28,Yes,1.0,Average,3.0,2
1419,463764,Male,Yes,49,Yes,0.0,Average,3.0,2
1420,463766,Female,Yes,61,Yes,0.0,Average,3.0,2
1421,463767,Male,Yes,27,Yes,9.0,Average,2.0,2
1422,463768,Female,Yes,35,No,1.0,Low,1.0,0
1423,463774,Male,Yes,33,Yes,0.0,Average,2.0,2
1424,463776,Female,Yes,36,Yes,2.0,Average,2.0,2
1425,463782,Female,No,27,Yes,9.0,Low,1.0,3
1426,463783,Female,No,29,No,,Low,,1
1427,463784,Female,No,31,No,1.0,Low,5.0,1
1428,463785,Female,No,30,No,0.0,Low,4.0,1
1429,463786,Female,Yes,43,Yes,,Average,2.0,2
1430,463790,Male,Yes,47,No,1.0,Low,4.0,1
1431,463792,Female,No,42,No,,Low,1.0,3
1432,463794,Female,No,33,Yes,,Low,5.0,1
1433,463799,Female,No,36,Yes,1.0,Low,4.0,3
1434,463800,Female,No,30,Yes,1.0,Low,3.0,3
1435,463804,Male,Yes,60,Yes,9.0,Low,1.0,0
1436,463807,Female,No,32,Yes,0.0,Low,3.0,3
1437,463811,Female,Yes,32,Yes,0.0,Average,2.0,2
1438,463814,Female,No,28,No,7.0,Low,3.0,1
1439,463816,Male,Yes,46,Yes,2.0,High,4.0,2
1440,463818,Female,Yes,38,Yes,4.0,Low,1.0,3
1441,463819,Male,Yes,28,,8.0,Low,,3
1442,463821,Male,Yes,30,Yes,7.0,Low,2.0,3
